title,genre,file_path
'Artificial Intelligence','DnB',D:\Music\DnB\Human_Terminal_-_05_-_Artificial_Intelligence.mp3
'Se Beethoven avesse un mac','DnB',D:\Music\DnB\ilkobra_-_01_-_Se_Beethoven_avesse_un_mac.mp3
"""L'orchestra quantica""",'DnB',D:\Music\DnB\ilkobra_-_02_-_Lorchestra_quantica.mp3
'DAS - Drum and String','DnB',D:\Music\DnB\ilkobra_-_03_-_DAS_-_Drum_and_String.mp3
"""L'ultimo Giudizio""",'DnB',D:\Music\DnB\ilkobra_-_04_-_Lultimo_Giudizio.mp3
'LA Seconda','DnB',D:\Music\DnB\ilkobra_-_05_-_LA_Seconda.mp3
"""L'inganno del Divino""",'DnB',D:\Music\DnB\ilkobra_-_06_-_Linganno_del_Divino.mp3
"""L'equilibrajo""",'DnB',D:\Music\DnB\ilkobra_-_07_-_Lequilibrajo.mp3
'GOOD VIBRATION ( MELODIC JUNGL','DnB',D:\Music\DnB\inox23+goodvibrationmelodicjungletek140bpm.mp3
'Prototype (ft Stuart Rynn)','DnB',D:\Music\DnB\jamespaddock+prototypeftstuartrynn.mp3
'Jelle Buma Live at Beginner','DnB',D:\Music\DnB\Jelle_Buma_-_01_-_Jelle_Buma_Live_at_Beginner.mp3
'Otto','DnB',D:\Music\DnB\jonas_the_plugexpert_-_01_-_Otto.mp3
'Cooking','DnB',D:\Music\DnB\jonas_the_plugexpert_-_02_-_Cooking.mp3
'Tritium 1.5','DnB',D:\Music\DnB\jonas_the_plugexpert_-_03_-_Tritium_15.mp3
'Hawkeye','DnB',D:\Music\DnB\jonas_the_plugexpert_-_04_-_Hawkeye (1).mp3
'Blahghg','DnB',D:\Music\DnB\jonas_the_plugexpert_-_05_-_Blahghg (1).mp3
'1 minute rave skit','DnB',D:\Music\DnB\jonas_the_plugexpert_-_06_-_1_minute_rave_skit.mp3
'apocolypse laterrr','DnB',D:\Music\DnB\k8lynshabazz+apocolypselaterrr.mp3
'Plattenspiel','DnB',D:\Music\DnB\Klabauter_-_17_-_Plattenspiel.mp3
'Dangerwise','DnB',D:\Music\DnB\kmax+dangerwise.mp3
'Massivemp3','DnB',D:\Music\DnB\koolaidtreez+massive.mp3
'Clock Watcher','DnB',D:\Music\DnB\Krowne_-_02_-_Clock_Watcher.mp3
'Life In Colour','DnB',D:\Music\DnB\Krowne_-_03_-_Life_In_Colour.mp3
'Inside Voice','DnB',D:\Music\DnB\Krowne_-_04_-_Inside_Voice.mp3
'Tiny Strings Of Light','DnB',D:\Music\DnB\Krowne_-_05_-_Tiny_Strings_Of_Light.mp3
'Fading Life Asthmatic Astronaut Remix','DnB',D:\Music\DnB\Krowne_-_06_-_Fading_Life_Asthmatic_Astronaut_Remix.mp3
'Certified Dangerous','DnB',D:\Music\DnB\krystalrecordings+certifieddangerousdjmazzifeatseashadow.mp3
"""You Can't Escape Me""",'DnB',D:\Music\DnB\kylesnyder+youcantescapeme.mp3
'Elevate Your Force','DnB',D:\Music\DnB\Lantriperc_-_01_-_Elevate_Your_Force.mp3
'Amazing Selector','DnB',D:\Music\DnB\Lantriperc_-_02_-_Amazing_Selector.mp3
'Meditation Inside','DnB',D:\Music\DnB\Lantriperc_-_03_-_Meditation_Inside.mp3
'Level Up','DnB',D:\Music\DnB\Lantriperc_-_05_-_Level_Up.mp3
'Simple Jungle List','DnB',D:\Music\DnB\Lantriperc_-_06_-_Simple_Jungle_List.mp3
'People Machine','DnB',D:\Music\DnB\Lantriperc_-_07_-_People_Machine.mp3
'Paper For Dragon','DnB',D:\Music\DnB\Lantriperc_-_09_-_Paper_For_Dragon.mp3
'Bass ','DnB',D:\Music\DnB\Leisure-B_-_02_-_Bass__Axe.mp3
'Opium','DnB',D:\Music\DnB\Leisure-B_-_03_-_Opium.mp3
'Didge','DnB',D:\Music\DnB\Leisure-B_-_05_-_Didge.mp3
'Thumbs Up','DnB',D:\Music\DnB\Leisure-B_-_06_-_Thumbs_Up.mp3
'Gentle Giants','DnB',D:\Music\DnB\Leisure-B_-_08_-_Gentle_Giants.mp3
'Bass Pack','DnB',D:\Music\DnB\Leisure-B_-_09_-_Bass_Pack.mp3
'Poke','DnB',D:\Music\DnB\lemmino+lemminochallengerfreedownload.mp3
'Lexodius  F*** Off','DnB',D:\Music\DnB\lexodius+foff.mp3
'We Are Being Watched','DnB',D:\Music\DnB\lexodius+wearebeingwatched.mp3
'The Fever','DnB',D:\Music\DnB\lowtekpredator+thefever.mp3
'245','DnB',D:\Music\DnB\mctrickeyd+245.mp3
'Escape Velocity','DnB',D:\Music\DnB\Metalogue_-_04_-_Escape_Velocity.mp3
'Fatal Extremes','DnB',D:\Music\DnB\Metalogue_-_05_-_Fatal_Extremes.mp3
'Escape Velocity (end.user Remix)','DnB',D:\Music\DnB\Metalogue_-_06_-_Escape_Velocity_enduser_Remix.mp3
'Running Free','DnB',D:\Music\DnB\Michett_featuring_Kalipluche_-_Running_Free.mp3
'Ize','DnB',D:\Music\DnB\Nariel_-_06_-_Ize.mp3
'Noisia Radio S04E22','DnB',D:\Music\DnB\Noisia - Noisia Radio S04E22.mp3
'Noisia Radio S04E25','DnB',D:\Music\DnB\Noisia - Noisia Radio S04E25.mp3
'Noisia Radio S04E52','DnB',D:\Music\DnB\Noisia - Noisia Radio S04E52.mp3
"""Radio 1's Drum & Bass Mix (2019-08-02)""",'DnB',D:\Music\DnB\Nymfo - Radio 1's Drum & Bass Mix (2019-08-02).mp3
'Shambling Dead','DnB',D:\Music\DnB\oozish+shamblingdead.mp3
'Strong Weakness','DnB',D:\Music\DnB\Pogohm_-_01_-_Strong_Weakness.mp3
'Spank','DnB',D:\Music\DnB\Pogohm_-_02_-_Spank.mp3
'Run (with Pollux)','DnB',D:\Music\DnB\Pogohm_-_03_-_Run_with_Pollux.mp3
'Tramp and Bass (Amam Break)','DnB',D:\Music\DnB\Pogohm_-_04_-_Tramp__Bass_Amam_Break.mp3
'Kill People At School (with Hlo)','DnB',D:\Music\DnB\Pogohm_-_05_-_Kill_People_At_School_with_Hlo.mp3
'Grounded','DnB',D:\Music\DnB\rememberingsteadyeddie+grounded.mp3
'Damnation Island','DnB',D:\Music\DnB\residentacid+damnationisland.mp3
'Catch The Sun','DnB',D:\Music\DnB\Rhanee_-_01_-_Catch_The_Sun.mp3
'fonkie doop koel','DnB',D:\Music\DnB\Richard_Jonas_-_01_-_fonkie_doop_koel.mp3
'Kaamuuuuuuuullljaaa','DnB',D:\Music\DnB\Richard_Jonas_-_02_-_Kaamuuuuuuuullljaaa.mp3
'Strakke Gabber','DnB',D:\Music\DnB\Richard_Jonas_-_03_-_Strakke_Gabber.mp3
'Jungle 1995','DnB',D:\Music\DnB\Richard_Jonas_-_04_-_Jungle_1995.mp3
'Fokking Rauw','DnB',D:\Music\DnB\Richard_Jonas_-_05_-_Fokking_Rauw.mp3
'Mod 165','DnB',D:\Music\DnB\Richard_Jonas_-_06_-_Mod_165.mp3
'Illmatic','DnB',D:\Music\DnB\Richard_Jonas_-_07_-_Illmatic.mp3
'Hardcore Jungle Gabber','DnB',D:\Music\DnB\Richard_Jonas_-_08_-_Hardcore_Jungle_Gabber.mp3
'Mod 205','DnB',D:\Music\DnB\Richard_Jonas_-_09_-_Mod_205.mp3
'space...dude','DnB',D:\Music\DnB\Richard_Jonas_-_10_-_spacedude.mp3
'Mod 200','DnB',D:\Music\DnB\Richard_Jonas_-_11_-_Mod_200.mp3
'Jungle Is Massive','DnB',D:\Music\DnB\Richard_Jonas_-_12_-_Jungle_Is_Massive.mp3
'Snel gemaakte jungle','DnB',D:\Music\DnB\Richard_Jonas_-_13_-_Snel_gemaakte_jungle.mp3
'180 bpm rave','DnB',D:\Music\DnB\Richard_Jonas_-_15_-_180_bpm_rave.mp3
'Arp Break','DnB',D:\Music\DnB\rickyoto+arpbreak.mp3
"""Baby's Got a Temper (Surprise Sex Mix)""",'DnB',D:\Music\DnB\roachcoach+babysgotatempersurprisesexmix.mp3
'Liquid Dreams 021','DnB',D:\Music\DnB\Rom Heavven - Liquid Dreams 021.mp3
'Liquid Dreams 025 (Favorites Part 2 Year 2018)','DnB',D:\Music\DnB\Rom Heavven - Liquid Dreams 025 (Favorites Part 2 Year 2018).mp3
'Liquid Dreams 029','DnB',D:\Music\DnB\Rom Heavven - Liquid Dreams 029.mp3
'Pretending','DnB',D:\Music\DnB\samuraichamploo123+pretending.mp3
'Saniiro Saniiro 343','DnB',D:\Music\DnB\Saniiro_-_Saniiro_Saniiro_343.mp3
'Are you ready for neptunes rev','DnB',D:\Music\DnB\scientekbasement+neptunesrevival.mp3
'Lazy Piano (wersja poczatkowa)','DnB',D:\Music\DnB\sergiuszwinogrodzki+lazypianowersjapoczatkowa.mp3
'Good Scene Radio Show 046','DnB',D:\Music\DnB\Shiny Radio - Good Scene Radio Show 046.mp3
"""PL1 l'Q""",'DnB',D:\Music\DnB\Skyzo_Maniak_-_02_-_PL1_lQ.mp3
'Cher Gens Sef','DnB',D:\Music\DnB\Skyzo_Maniak_-_04_-_Cher_Gens_Sef.mp3
'KillUrTv','DnB',D:\Music\DnB\Skyzo_Maniak_-_05_-_KillUrTv.mp3
'Démocratie','DnB',D:\Music\DnB\Skyzo_Maniak_-_06_-_Dmocratie.mp3
'Fucking Banker','DnB',D:\Music\DnB\Skyzo_Maniak_-_07_-_Fucking_Banker.mp3
'Just4Fun','DnB',D:\Music\DnB\Skyzo_Maniak_-_09_-_Just4Fun.mp3
'Midnight Express','DnB',D:\Music\DnB\Skyzo_Maniak_-_10_-_Midnight_Express.mp3
'YesSir','DnB',D:\Music\DnB\Skyzo_Maniak_-_11_-_YesSir.mp3
'Family Meal','DnB',D:\Music\DnB\Skyzo_Maniak_-_12_-_Family_Meal.mp3
"""DonQuichott's Song""",'DnB',D:\Music\DnB\Skyzo_Maniak_-_13_-_DonQuichotts_Song.mp3
"""Source Return's""",'DnB',D:\Music\DnB\Skyzo_Maniak_-_14_-_Source_Returns.mp3
'Trois 6','DnB',D:\Music\DnB\Skyzo_Maniak_-_15_-_Trois_6.mp3
'Bolly-Step','DnB',D:\Music\DnB\Skyzo_Maniak_-_16_-_Bolly-Step.mp3
'Zatoichi','DnB',D:\Music\DnB\Skyzo_Maniak_-_18_-_Zatoichi.mp3
'Peny Vox','DnB',D:\Music\DnB\Skyzo_Maniak_VS_Peny_-_08_-_Peny_Vox.mp3
'Kick Me','DnB',D:\Music\DnB\Skyzo_Maniak_VS_Skoz_-_03_-_Kick_Me.mp3
'Starlight 05-08-2019 00-20-239','DnB',D:\Music\DnB\squeen68+starlight050820190020239.mp3
'mix','DnB',D:\Music\DnB\stellarartwars+mayflyftkarasquare.mp3
'SwitcherZ - The Jade Sword','DnB',D:\Music\DnB\switcherz+switcherzthejadesword.mp3
'Epilogue','DnB',D:\Music\DnB\Syndrm_-_17_-_Epilogue.mp3
'Locked Hatch','DnB',D:\Music\DnB\Syndrm_-_17_-_Locked_Hatch.mp3
'Aerokisses','DnB',D:\Music\DnB\Tea_Moon_-_07_-_Aerokisses.mp3
'Realisation','DnB',D:\Music\DnB\thrednet+realisation.mp3
'HURRICANE','DnB',D:\Music\DnB\urbanunity+hurricane.mp3
'Kenny Rogers is Drunk','DnB',D:\Music\DnB\vectorvistar+kennyrogersisdrunk.mp3
'The War Within','Dubstep',D:\Music\Dubstep\001-1376930-The ARTISANS Beats-The War Within.mp3
'Asteroid','Dubstep',D:\Music\Dubstep\002-1272806-Syun Nakano-Asteroid.mp3
'Jager','Dubstep',D:\Music\Dubstep\003-1405009-Titan Slayer-Jager.mp3
'Controwla - Predator','Dubstep',D:\Music\Dubstep\004-1290381-lexoflex-Controwla - Predator.mp3
'Redemption','Dubstep',D:\Music\Dubstep\005-1351575-Killo-Gram-Redemption.mp3
'Cinematic Dubstep Trailer','Dubstep',D:\Music\Dubstep\006-1358334-T-Trider-Cinematic Dubstep Trailer.mp3
'Epic Electro Dubstep','Dubstep',D:\Music\Dubstep\007-1415139-SunSmileMusic-Epic Electro Dubstep.mp3
'Epic Dubstep Trailer','Dubstep',D:\Music\Dubstep\008-1335487-Martian-Epic Dubstep Trailer.mp3
'Action Epic Dubstep','Dubstep',D:\Music\Dubstep\009-1339148-GhostBoxAudio-Action Epic Dubstep.mp3
'The 4th Quadrant','Dubstep',D:\Music\Dubstep\01-1572996-Mischapex-The 4th Quadrant.mp3
'This is a dub','Dubstep',D:\Music\Dubstep\01-1622851-Mischapex-This is a dub.mp3
'Johaness Gilther - Why (Jockenbauer Mix)','Dubstep',D:\Music\Dubstep\010-1236322-2Inventions-Johaness Gilther - Why _Jockenbauer Mix_.mp3
'Epic Dubstep','Dubstep',D:\Music\Dubstep\011-1386899-Exselsor-Epic Dubstep.mp3
'Epic Dubstep Hybrid Orchestral','Dubstep',D:\Music\Dubstep\012-1419695-PetRUalitY-Epic Dubstep Hybrid Orchestral.mp3
'Inspiration Dubstep','Dubstep',D:\Music\Dubstep\013-1444150-AlexZavesa-Inspiration Dubstep.mp3
'Epic Cinematic Dubstep','Dubstep',D:\Music\Dubstep\014-999769-Akashic Records-Epic Cinematic Dubstep.mp3
'Dream','Dubstep',D:\Music\Dubstep\02-1572997-Mischapex-Dream.mp3
'Bad cup','Dubstep',D:\Music\Dubstep\02-1622854-Mischapex-Bad cup.mp3
'Cutoff-Sky -  In Between','Dubstep',D:\Music\Dubstep\02-1644944-Cutoff_Sky-Cutoff-Sky -  In Between.mp3
'Righteous','Dubstep',D:\Music\Dubstep\03-1572998-Mischapex-Righteous.mp3
'Tremes','Dubstep',D:\Music\Dubstep\03-1622853-Mischapex-Tremes.mp3
'Holy business','Dubstep',D:\Music\Dubstep\04-1572999-Mischapex-Holy business.mp3
'Born free','Dubstep',D:\Music\Dubstep\04-1622852-Mischapex-Born free.mp3
'Cutoff-Sky -  Night Rituals','Dubstep',D:\Music\Dubstep\04-1644942-Cutoff_Sky-Cutoff-Sky -  Night Rituals.mp3
'Cutoff-Sky - Ritual4 (Tenebrax remix)','Dubstep',D:\Music\Dubstep\06-1644945-Cutoff_Sky-Cutoff-Sky - Ritual4 _Tenebrax remix_.mp3
'Cutoff-Sky - Ritual4','Dubstep',D:\Music\Dubstep\07-1644940-Cutoff_Sky-Cutoff-Sky - Ritual4.mp3
'Cutoff-Sky - Clouds','Dubstep',D:\Music\Dubstep\10-1644937-Cutoff_Sky-Cutoff-Sky - Clouds.mp3
'Cutoff-Sky - Timeshall','Dubstep',D:\Music\Dubstep\20-1644927-Cutoff_Sky-Cutoff-Sky - Timeshall.mp3
'Cutoff-Sky - Celebration of Death','Dubstep',D:\Music\Dubstep\22-1644925-Cutoff_Sky-Cutoff-Sky - Celebration of Death.mp3
'Cutoff-Sky - Black Rain','Dubstep',D:\Music\Dubstep\24-1644923-Cutoff_Sky-Cutoff-Sky - Black Rain.mp3
'Cutoff-Sky - Come Again','Dubstep',D:\Music\Dubstep\25-1644921-Cutoff_Sky-Cutoff-Sky - Come Again.mp3
'Cutoff-Sky - Save the Earth','Dubstep',D:\Music\Dubstep\26-1644919-Cutoff_Sky-Cutoff-Sky - Save the Earth.mp3
'Cutoff-Sky - The Future (Oleg Xaler edit)','Dubstep',D:\Music\Dubstep\27-1644918-Cutoff_Sky-Cutoff-Sky - The Future _Oleg Xaler edit_.mp3
'Adventure Club  Wonder (Absent','Dubstep',D:\Music\Dubstep\absenthero+adventureclubwonderabsentheroremix.mp3
'Methamphetamine','Dubstep',D:\Music\Dubstep\Alyiann_-_01_-_Methamphetamine (1).mp3
'The Northern Lights','Dubstep',D:\Music\Dubstep\Alyiann_-_02_-_The_Northern_Lights (1).mp3
'Love Stimulator (Dub styl&101)','Dubstep',D:\Music\Dubstep\amrus+lovestimulatordubstepremixv1.mp3
'Overlooking Eternity','Dubstep',D:\Music\Dubstep\Anima_-_01_-_Overlooking_Eternity.mp3
'Incubating In Ice','Dubstep',D:\Music\Dubstep\Anima_-_02_-_Incubating_In_Ice.mp3
'You Are Truth','Dubstep',D:\Music\Dubstep\Anima_-_04_-_You_Are_Truth.mp3
'No Souls','Dubstep',D:\Music\Dubstep\Arfus_-_02_-_No_Souls.mp3
'Noxillate','Dubstep',D:\Music\Dubstep\Arfus_-_03_-_Noxillate.mp3
'Plague Send','Dubstep',D:\Music\Dubstep\Arfus_-_04_-_Plague_Send.mp3
'Chief Flex','Dubstep',D:\Music\Dubstep\Arfus_-_Chief_Flex.mp3
'Mes WC Dans Le Train','Dubstep',D:\Music\Dubstep\Audio_K_-_01_-_Mes_WC_Dans_Le_Train.mp3
'Wubducted','Dubstep',D:\Music\Dubstep\Auditory_Aphasia_-_Wubducted.mp3
nan,'Dubstep',D:\Music\Dubstep\bigctv+dubstepageofextinctiontransformers.mp3
'Black Market','Dubstep',D:\Music\Dubstep\Boss_Bass_-_01_-_Black_Market.mp3
'The Game','Dubstep',D:\Music\Dubstep\Boss_Bass_-_02_-_The_Game.mp3
'Complex World','Dubstep',D:\Music\Dubstep\Boss_Bass_-_03_-_Complex_World.mp3
'Gangster Wobble','Dubstep',D:\Music\Dubstep\Boss_Bass_-_04_-_Gangster_Wobble.mp3
'Give More Bass','Dubstep',D:\Music\Dubstep\Boss_Bass_-_05_-_Give_More_Bass.mp3
'Lion Warrior','Dubstep',D:\Music\Dubstep\Boss_Bass_-_06_-_Lion_Warrior.mp3
'Love for Everyone Everywhere','Dubstep',D:\Music\Dubstep\Boss_Bass_-_07_-_Love_for_Everyone_Everywhere.mp3
'Extreme Bass Terror','Dubstep',D:\Music\Dubstep\Boss_Bass_-_08_-_Extreme_Bass_Terror.mp3
'Lo-Fi','Dubstep',D:\Music\Dubstep\Boss_Bass_-_09_-_Lo-Fi.mp3
'More Peace and Bass','Dubstep',D:\Music\Dubstep\Boss_Bass_-_10_-_More_Peace_and_Bass.mp3
'Musical War','Dubstep',D:\Music\Dubstep\Boss_Bass_-_11_-_Musical_War.mp3
'Never Stop Fighting','Dubstep',D:\Music\Dubstep\Boss_Bass_-_12_-_Never_Stop_Fighting.mp3
'State of Guanabara','Dubstep',D:\Music\Dubstep\Boss_Bass_-_13_-_State_of_Guanabara.mp3
'State of Guanabara (Ultramagnetic Mix)','Dubstep',D:\Music\Dubstep\Boss_Bass_-_14_-_State_of_Guanabara_Ultramagnetic_Mix.mp3
'Fcukin Man','Dubstep',D:\Music\Dubstep\breakbeatpimp+cowgirljenny.mp3
